n_iter,metodo,test,count,mean,std,min,25%,50%,75%,max
3,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,J,test_15_segundos,10.0,0.10404158535080968,1.7077623979543283e-05,0.104012413109475,0.10403118337951275,0.1040405341600245,0.10405073446911225,0.104073356501674
3,J,test_30_segundos,10.0,0.06974304966124997,8.737261994184412e-06,0.06973180613776,0.06973737061088,0.069740653987948,0.0697490630211085,0.0697592526587169
3,J,test_aleatorio,10.0,0.014264087572924692,0.0019030344386759674,0.011522342423507,0.012710215801229,0.01402751400693195,0.01601731667818225,0.016952887935677
3,J,test_aleatorio_desordenado,10.0,0.014511705547783398,0.0017621102060081453,0.011697253056459,0.01313654911158625,0.0148658040020345,0.0159198106982915,0.016930250567522
3,J,test_completo,10.0,4.1951414096802474e-05,1.6573724992293578e-05,8.249467443044445e-06,4.3411505995516464e-05,4.6601986379984917e-05,5.287428258425597e-05,5.601673307398247e-05
3,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,GS,test_15_segundos,10.0,0.04533937646857789,5.595095832919839e-06,0.04533210849744,0.045335108933443675,0.0453378951869165,0.04534453027939625,0.045348096027693
4,GS,test_30_segundos,10.0,0.0220422145482494,2.0159063197485897e-06,0.022038181630352,0.0220413146496325,0.0220418189046995,0.022043410334777,0.022045054031426
4,GS,test_aleatorio,10.0,0.0008635251984016399,0.00011210300574643852,0.000662066771896,0.00078276420120215,0.00088210406049095,0.0009506076683095,0.0010048578100059
4,GS,test_aleatorio_desordenado,10.0,0.0007930162122013501,9.732703579424627e-05,0.0006240860053729,0.000750713086205175,0.00078648517658245,0.000872060051426475,0.0009361430547619
4,GS,test_completo,10.0,0.00066123938248502,8.50110512712153e-05,0.000496475152621,0.0006070833458484001,0.0006631716696569,0.00071927731498365,0.000778445214397
4,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,J,test_15_segundos,10.0,0.07894833148377609,1.3237733000240062e-05,0.078925142145523,0.0789411090481615,0.078947067226297,0.0789575336432005,0.078969442558616
4,J,test_30_segundos,10.0,0.049083808135852766,4.265640416401535e-06,0.04907872638279,0.0490802258061875,0.04908319662883795,0.04908737019052175,0.049090660841021
4,J,test_aleatorio,10.0,0.006941397546614702,0.0008517446946403602,0.005460369261691,0.00635933364357775,0.0070531045349155,0.007567902646985251,0.008131622927916
4,J,test_aleatorio_desordenado,10.0,0.006570069645808379,0.0007379472068540221,0.005201486029359,0.006199527292836475,0.0065547794299785,0.0068292512874435,0.007959632990789
4,J,test_completo,10.0,5.381970458198659e-06,7.359684874224812e-07,3.918366018984543e-06,5.2735325487621165e-06,5.333527351977785e-06,5.479140849487529e-06,6.632597589983913e-06
4,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,GS,test_15_segundos,10.0,0.03318349894574299,2.217116709969168e-06,0.033180177265876,0.033181947316026,0.0331833278860615,0.03318468433646,0.033187637956506
5,GS,test_30_segundos,10.0,0.013609816790920501,1.131739919628755e-06,0.0136078569885,0.01360937321197025,0.0136098906989715,0.01361025113625075,0.01361151717939
5,GS,test_aleatorio,10.0,0.00021087115552294,2.617851414572192e-05,0.0001719387621629,0.000189999517778675,0.0002160465246865,0.0002250360472609,0.0002550274353239
5,GS,test_aleatorio_desordenado,10.0,0.00021396221457485,3.1263401954561366e-05,0.000184214027607,0.000186032592857475,0.00020719361157345002,0.000235756723255725,0.0002644829053789
5,GS,test_completo,10.0,0.00019070660228882001,2.490173785786107e-05,0.0001509929215469,0.00017467044853615,0.000192725191541,0.00020924295796465,0.0002245584518229
5,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,J,test_15_segundos,10.0,0.06215312145506517,5.42707104752084e-06,0.062144032443906,0.06214938326800822,0.062154527026002,0.062156652260018,0.0621596899144689
5,J,test_30_segundos,10.0,0.03575827239035595,3.628582845338406e-06,0.035750660338859,0.03575772099148642,0.035758381073190904,0.035759036774913724,0.035765437042918
5,J,test_aleatorio,10.0,0.0033166423790148003,0.00028577155289540306,0.002933404211774,0.00308680579957525,0.0033759625426665,0.003412345485542,0.003821137130906
5,J,test_aleatorio_desordenado,10.0,0.0034437705951872997,0.0003804386016741886,0.00294353835742,0.00318804505683175,0.0033317022959505,0.0037364145158240002,0.00403711602597
5,J,test_completo,10.0,6.018016093012335e-07,1.2625019094755965e-07,3.928894989901899e-07,5.606207545000297e-07,5.687977950030731e-07,6.889196720247237e-07,8.302642219570888e-07
5,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GS,test_15_segundos,10.0,0.024937177691029287,2.0164007680856872e-06,0.024934088472375,0.02493569995165125,0.02493702940562,0.024938440375587227,0.024940247097028
6,GS,test_30_segundos,10.0,0.008559367574869591,6.19559756861011e-07,0.008558546421201,0.008558845438387,0.00855933399853345,0.00855983134951775,0.008560289188176
6,GS,test_aleatorio,10.0,5.652802992569678e-05,9.268602640796627e-06,4.10971720599812e-05,4.858009920121961e-05,5.860599383948617e-05,6.346400449801226e-05,6.651526555501164e-05
6,GS,test_aleatorio_desordenado,10.0,5.902172284949631e-05,8.235450001571957e-06,4.856448044703032e-05,5.143010718652169e-05,5.915810633997515e-05,6.451708199048042e-05,7.084865901199611e-05
6,GS,test_completo,10.0,4.977248545279256e-05,8.087897716966623e-06,3.683050363900709e-05,4.25717620374938e-05,5.2658165299965254e-05,5.6071235790995655e-05,5.968911802600729e-05
6,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,J,test_15_segundos,10.0,0.050224931783080094,3.7656345241755597e-06,0.050217497125519,0.050223257976786506,0.050223513883415005,0.050228430104769246,0.050229467925222
6,J,test_30_segundos,10.0,0.026693969321535782,2.476110043379298e-06,0.026689401798654,0.02669204772562475,0.02669476424475345,0.0266953543586855,0.026697209094295
6,J,test_aleatorio,10.0,0.00166022341472787,0.0002106483451605981,0.0013546556866219,0.001486900831164475,0.00167152337857645,0.0018293026244555,0.001976920376321
6,J,test_aleatorio_desordenado,10.0,0.0017877256809655801,0.00018697589344324924,0.001427766230194,0.0017055943485019252,0.0017838153854605001,0.0019203502072887499,0.002065770265849
6,J,test_completo,10.0,8.35619041072988e-08,1.3987364953709587e-08,6.023079798800346e-08,7.84646332768757e-08,8.22281625012522e-08,9.400485551092075e-08,1.0303743802619893e-07
6,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,GS,test_15_segundos,10.0,0.01908814211104409,1.6009054048628294e-06,0.019085860911733,0.019087013922452,0.01908821813648345,0.01908913493807925,0.019090612832061
7,GS,test_30_segundos,10.0,0.0054432533664109,3.313440281765036e-07,0.005442597432734,0.00544313974217975,0.005443369632085,0.0054434931416882494,0.005443545787223
7,GS,test_aleatorio,10.0,1.4510004889495276e-05,2.095247075974166e-06,1.1782566171972264e-05,1.2746449952218825e-05,1.4928947834016992e-05,1.5400354733498267e-05,1.8615163803012424e-05
7,GS,test_aleatorio_desordenado,10.0,1.5596736742387594e-05,1.9041061360448243e-06,1.2691316048002443e-05,1.4389869563723179e-05,1.5467666065971386e-05,1.6912901462509677e-05,1.873015393798194e-05
7,GS,test_completo,10.0,1.3673575985595488e-05,2.0230582289777647e-06,1.0124844815995182e-05,1.2735254747493764e-05,1.3651733872493965e-05,1.5352555558012515e-05,1.5963964801996022e-05
7,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,J,test_15_segundos,10.0,0.04137998528426478,2.5362754725925857e-06,0.041375425162318,0.04137816311427475,0.04138013892463095,0.041382062373424254,0.0413832720515689
7,J,test_30_segundos,10.0,0.020261611001120568,2.2071948393680145e-06,0.020257936343478,0.020259933414235726,0.02026205669266745,0.020262775450778973,0.020264502577983
7,J,test_aleatorio,10.0,0.00083044050685895,0.00010238783618856981,0.0006819561402779,0.000784391380802475,0.0008133338519975,0.00087630527433865,0.0010463288204419
7,J,test_aleatorio_desordenado,10.0,0.0008370861880874902,0.00010302664434013535,0.000675832374012,0.000751322120996,0.0008639029954355,0.000894234327453475,0.00098544273483
7,J,test_completo,10.0,1.0562963898008703e-08,2.1840044323260914e-09,5.8588159879136015e-09,9.797683976631166e-09,1.1132001029312555e-08,1.217286300231324e-08,1.2668461002451892e-08
7,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,GS,test_15_segundos,10.0,0.01480529104052097,1.6291906175912533e-06,0.014802938636459,0.014804363214700975,0.0148050460618355,0.014806391200038752,0.0148078524081119
8,GS,test_30_segundos,10.0,0.0034856616759976903,1.3834198811099858e-07,0.003485458514182,0.003485572745782925,0.0034856309733815,0.00348575321543125,0.003485866762981
8,GS,test_aleatorio,10.0,4.160852928496161e-06,5.309836534208308e-07,3.2942829149978925e-06,3.902557451987421e-06,4.0738729025074916e-06,4.602639724259061e-06,4.87445357799654e-06
8,GS,test_aleatorio_desordenado,10.0,3.753612487103486e-06,5.302338914550371e-07,3.12210803399271e-06,3.434601314519087e-06,3.6041253104954207e-06,3.989304447248043e-06,4.757907497016101e-06
8,GS,test_completo,10.0,3.7794524232831473e-06,4.989792851350397e-07,2.774705237962305e-06,3.4624829684942737e-06,3.912152098980992e-06,4.116425079990493e-06,4.336389693965215e-06
8,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,J,test_15_segundos,10.0,0.03459707170827839,3.2479845960960765e-06,0.034591505851973,0.0345953156106915,0.034596991683188,0.034599412199362224,0.034602396797532
8,J,test_30_segundos,10.0,0.015568783892447289,9.026443036528085e-07,0.015567082138877,0.015568181880954,0.01556882908544045,0.0155694285631465,0.015570195852669
8,J,test_aleatorio,10.0,0.00042174730478658,3.332896528613147e-05,0.000384381259889,0.00039789327814997497,0.0004171404430925,0.000438352548588425,0.000488357858222
8,J,test_aleatorio_desordenado,10.0,0.00040427667597338996,5.5344913713405275e-05,0.000347246416117,0.00035824732804225,0.0003951773252095,0.00043464003739875003,0.0005249928504039
8,J,test_completo,10.0,1.1857101994694475e-09,2.925840481177037e-10,6.843000055489766e-10,9.321600019651655e-10,1.2661079962228428e-09,1.4208622542422056e-09,1.4965229888641574e-09
8,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,GS,test_15_segundos,10.0,0.01159651781340119,6.950467734755141e-07,0.011595595613289,0.0115959850292815,0.01159644384037645,0.011596754285476749,0.011597846088864
9,GS,test_30_segundos,10.0,0.0022419544519258,2.4212093755480834e-07,0.00224155472104,0.00224180744035725,0.0022419193283439998,0.0022421496929175,0.002242302583939
9,GS,test_aleatorio,10.0,1.1855395469440034e-06,1.0486500319658796e-07,1.0313082090679382e-06,1.1106874350172435e-06,1.1794312595458933e-06,1.2188655588059314e-06,1.357542979044113e-06
9,GS,test_aleatorio_desordenado,10.0,1.2036290900296898e-06,1.1431901820802369e-07,1.072882034033884e-06,1.1094290157838416e-06,1.1580907495131743e-06,1.3126029552688878e-06,1.378352201042432e-06
9,GS,test_completo,10.0,9.809947979749767e-07,1.2834987284204214e-07,7.207939539677355e-07,9.358989499497206e-07,9.930518349854367e-07,1.068541664733802e-06,1.1474054209537066e-06
9,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,J,test_15_segundos,10.0,0.02925662903203179,2.077680292636966e-06,0.02925338337344,0.02925511068140575,0.029256399326172453,0.029258023638261,0.029259890604883
9,J,test_30_segundos,10.0,0.012070121094260661,7.157652174754329e-07,0.0120689415422649,0.012069561170657725,0.0120702108238675,0.012070598214181175,0.0120713046157539
9,J,test_aleatorio,10.0,0.00022338358076957003,2.7475759448944874e-05,0.000170808366795,0.000212013059852,0.00021554984232295,0.00024815666474499996,0.0002573839875679
9,J,test_aleatorio_desordenado,10.0,0.00021403275886349997,2.2382383720395993e-05,0.000186554404622,0.00019556241104225,0.0002080815004235,0.000231169687366,0.000253066673508
9,J,test_completo,10.0,1.5099870243062695e-10,2.6479487503611794e-11,1.1165404711910297e-10,1.4249572355407025e-10,1.4742349008223243e-10,1.6095504096202973e-10,1.9076398793949068e-10
9,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,GS,test_15_segundos,10.0,0.009151256019620602,4.609439758033436e-07,0.009150450372031,0.00915108582463125,0.0091513080303745,0.0091515600466025,0.009151896929189
10,GS,test_30_segundos,10.0,0.0014459958434261,1.308578219854782e-07,0.00144576658932,0.0014459036037037499,0.001445982026418,0.00144609244095325,0.001446170170954
10,GS,test_aleatorio,10.0,6.703170915375866e-07,2.572139760891205e-08,6.220647610216679e-07,6.53870904251258e-07,6.744056285368227e-07,6.875566000465183e-07,7.011186920341528e-07
10,GS,test_aleatorio_desordenado,10.0,6.61802448539972e-07,2.319306167194978e-08,6.194175250356926e-07,6.439189405571533e-07,6.701007515402813e-07,6.804093310337767e-07,6.869379680363163e-07
10,GS,test_completo,10.0,2.6040866457632816e-07,2.8169312861457117e-08,2.131055319432029e-07,2.3614695122964327e-07,2.6642692599332385e-07,2.8364067021502404e-07,2.952762649666152e-07
10,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,J,test_15_segundos,10.0,0.024968202797828472,2.1881300724763892e-06,0.02496450574312,0.024966770737832975,0.0249680924573669,0.02496972417375275,0.024971494383121
10,J,test_30_segundos,10.0,0.00942183595936477,8.384355013284059e-07,0.009420570682933,0.009421046227037,0.00942205959040045,0.009422472305364499,0.009422928737567
10,J,test_aleatorio,10.0,0.00010935463266760375,1.3927376482163858e-05,8.901125257106124e-05,9.910394768476189e-05,0.000109986716996,0.00011881631837,0.0001311665306
10,J,test_aleatorio_desordenado,10.0,0.00011187408579469472,1.4344261354674866e-05,8.98622564310253e-05,9.86482375107667e-05,0.0001171326837915,0.00012421871292525,0.000127330908629
10,J,test_completo,10.0,1.9018994712460824e-11,4.9090201766618645e-12,9.306999615432687e-12,1.5614488868553877e-11,2.1298005026260114e-11,2.2413487732464432e-11,2.3641977264787783e-11
10,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,GS,test_15_segundos,10.0,0.007262088193420479,5.950234383085867e-07,0.007261062703893,0.007261789902092249,0.0072620163962269,0.0072624164250745,0.007263056253811
11,GS,test_30_segundos,10.0,0.00093435121066249,9.111387615653225e-08,0.000934217860927,0.000934284561027,0.000934371551449,0.000934409600257,0.0009344923797639
11,GS,test_aleatorio,10.0,5.745835425341462e-07,5.85516350321915e-09,5.670091560300294e-07,5.70467828042015e-07,5.741839325043574e-07,5.776728137958653e-07,5.845116790165195e-07
11,GS,test_aleatorio_desordenado,10.0,5.786948473349151e-07,5.0985330696444145e-09,5.691708970384513e-07,5.756225005329463e-07,5.801194295218526e-07,5.829688792917398e-07,5.844956380285371e-07
11,GS,test_completo,10.0,7.77895233033954e-08,4.726195395682106e-09,6.88805940063375e-08,7.610402052299348e-08,7.802453150240751e-08,8.033884399405444e-08,8.589279398840689e-08
11,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,J,test_15_segundos,10.0,0.0214671809487477,1.2499230420551675e-06,0.021465021212872,0.021466591181036998,0.021467272577639,0.0214678527053805,0.021469276448551
11,J,test_30_segundos,10.0,0.007392016190260619,4.32350922267519e-07,0.0073915248796079,0.007391693869342725,0.007391828699531399,0.0073923104262799,0.0073927051544239
11,J,test_aleatorio,10.0,5.624322601892884e-05,6.027226106514841e-06,4.933837340005687e-05,5.062463283127608e-05,5.65441200765307e-05,6.0103919766497926e-05,6.790593534003464e-05
11,J,test_aleatorio_desordenado,10.0,5.37851012088239e-05,6.693992786519082e-06,4.507510917203805e-05,4.851673279251956e-05,5.4177692594518934e-05,5.810056203676972e-05,6.631585671101892e-05
11,J,test_completo,10.0,2.440497803846142e-12,8.199480411650009e-13,2.9301561177419444e-13,2.4960242206439887e-12,2.6424834542737585e-12,2.937254606205642e-12,3.054001496138881e-12
11,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,GS,test_15_segundos,10.0,0.00578889171933909,3.43279355881235e-07,0.005788257741193,0.0057887217081587505,0.005789003854177,0.0057890429167836745,0.005789462208527
12,GS,test_30_segundos,10.0,0.0006043938415340001,8.499704617931425e-08,0.000604212731087,0.0006043355881147499,0.0006044395693535,0.00060444739519625,0.000604491164639
12,GS,test_aleatorio,10.0,6.055375273233965e-07,1.6267822092577055e-09,6.037576750078655e-07,6.041741342673046e-07,6.051918510427412e-07,6.06950206507445e-07,6.079184010215899e-07
12,GS,test_aleatorio_desordenado,10.0,6.068879746384814e-07,1.5718494469566285e-09,6.04168910026126e-07,6.059224680540765e-07,6.066342235350186e-07,6.082207887822544e-07,6.093756120401084e-07
12,GS,test_completo,10.0,1.8982572183579017e-08,1.6022386006345811e-09,1.6840539962537093e-08,1.7807842769834714e-08,1.8728396472544873e-08,2.0061778967239707e-08,2.2083511991288773e-08
12,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,J,test_15_segundos,10.0,0.018570331147295463,1.6776667535560956e-06,0.018566742255987,0.018569753907581175,0.0185706137322155,0.018571504651245175,0.0185722539417979
12,J,test_30_segundos,10.0,0.0058225444065515206,3.401241761481326e-07,0.005821807010317,0.00582254433036015,0.0058225901291624,0.005822669232515424,0.0058229566088139
12,J,test_aleatorio,10.0,2.9656544896927704e-05,3.4743311174711964e-06,2.175850884603148e-05,2.81517659485378e-05,3.0500825600014714e-05,3.192978422228432e-05,3.372517486104065e-05
12,J,test_aleatorio_desordenado,10.0,2.9134194471126806e-05,2.98491623026406e-06,2.4992819972022292e-05,2.75172413502639e-05,2.8404080735504322e-05,3.099866222279132e-05,3.414152126804404e-05
12,J,test_completo,10.0,3.4411362648256727e-13,3.377815414581156e-14,2.96040969516298e-13,3.1899483055042315e-13,3.4751368449548186e-13,3.6873282205363017e-13,3.930189507173054e-13
12,J,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,J,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GS,test_15_segundos,10.0,0.004630468053535701,2.822953564183089e-07,0.004629996570002,0.00463033385397275,0.0046304807168855,0.0046305747308152505,0.004630975293792
13,GS,test_30_segundos,10.0,0.00039124493703479997,3.342736125116964e-08,0.000391196300157,0.00039122718840425,0.0003912427677255,0.00039125957617375,0.000391299947656
13,GS,test_aleatorio,10.0,6.147017099250584e-07,2.7366095789344467e-10,6.142050800322929e-07,6.145399642637495e-07,6.147552240112764e-07,6.148106202648329e-07,6.151129580411752e-07
13,GS,test_aleatorio_desordenado,10.0,6.146403199361328e-07,3.073556610027002e-10,6.141704120415925e-07,6.145224690293216e-07,6.146602360215803e-07,6.147240090362271e-07,6.152790150287801e-07
13,GS,test_completo,10.0,5.400822791767901e-09,6.383084641039973e-10,4.569473993631945e-09,4.9698724788327375e-09,5.403365491152279e-09,5.738776995278806e-09,6.693867987683788e-09
13,GS,test_sin_links,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,GS,test_trivial,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,J,test_15_segundos,10.0,0.0161454192306483,1.1934185827202797e-06,0.016143090882162,0.0161448171114615,0.016145393285088,0.0161462295040055,0.016146993269887
13,J,test_30_segundos,10.0,0.004600163048792639,4.166428950364653e-07,0.0045992754704149,0.004600060549747975,0.00460024180742595,0.00460046322011575,0.0046005662484199
