test,metodo,n_iter,trial,error_abs,error_rel,error_max
test_15_segundos,GS,7,4,0.019090612832061003,0.017953195600854663,7.243120970899992e-05
test_15_segundos,GS,7,5,0.019088762630822,0.01795145525215866,7.242441826199987e-05
test_15_segundos,GS,7,6,0.019087018000034005,0.01794981583057551,7.24177489969998e-05
test_15_segundos,GS,7,7,0.019089218354353003,0.017951884100405407,7.242611457299996e-05
test_15_segundos,GS,7,8,0.019088884689258005,0.01795157071362981,7.242449291599987e-05
test_15_segundos,GS,7,9,0.019090046116199005,0.017952662736765396,7.242936759799994e-05
test_15_segundos,GS,8,0,0.014806758549971002,0.01392456169201292,5.617440993099993e-05
test_15_segundos,GS,8,1,0.014804937218147001,0.013922848849320052,5.616747357799993e-05
test_15_segundos,GS,8,2,0.014805154905524,0.013923053595929635,5.616833649399987e-05
test_15_segundos,GS,8,3,0.014807852408111999,0.013925590359334347,5.617857266599995e-05
test_15_segundos,GS,8,4,0.014805289150242002,0.013923179981349761,5.616880128099999e-05
test_15_segundos,GS,8,5,0.014807563581447998,0.013925318595178825,5.617746830999986e-05
test_15_segundos,GS,8,6,0.014803658210219003,0.01392164608245702,5.6162660389999855e-05
test_15_segundos,GS,8,7,0.014804347556858,0.013922294224351272,5.616529191099988e-05
test_15_segundos,GS,8,8,0.014804410188229998,0.01392235304532638,5.61655113859999e-05
test_15_segundos,GS,8,9,0.014802938636459,0.013920969267610947,5.615990822899989e-05
test_15_segundos,GS,9,0,0.01159624012453,0.010905317957309509,4.39944324299999e-05
test_15_segundos,GS,9,1,0.01159677071431,0.010905816913724,4.399645377699984e-05
test_15_segundos,GS,9,2,0.011595899997532001,0.01090499806019887,4.399313746299995e-05
test_15_segundos,GS,9,3,0.011596507390956,0.010905569291728102,4.39954645669999e-05
test_15_segundos,GS,9,4,0.011597370365599002,0.01090638086833165,4.3998721960999835e-05
test_15_segundos,GS,9,5,0.011596380289796999,0.010905449731994261,4.399497750899985e-05
test_15_segundos,GS,9,6,0.011595595613289001,0.01090471187152036,4.399200056099989e-05
test_15_segundos,GS,9,7,0.011596704998977,0.01090575514288029,4.399620997799997e-05
test_15_segundos,GS,9,8,0.011595862550158001,0.01090496282963676,4.399300450499987e-05
test_15_segundos,GS,9,9,0.011597846088864,0.010906828221324792,4.4000529267999855e-05
test_15_segundos,GS,10,0,0.009150450372031,0.008605240210954733,3.471521441599998e-05
test_15_segundos,GS,10,1,0.009151102420719003,0.008605853403512886,3.471768922899991e-05
test_15_segundos,GS,10,2,0.009151357071801001,0.00860609288939872,3.4718652468999824e-05
test_15_segundos,GS,10,3,0.009150613529092001,0.008605393629806597,3.471583103899982e-05
test_15_segundos,GS,10,4,0.009151516793495004,0.008606243093653505,3.471925931899998e-05
test_15_segundos,GS,10,5,0.009151258988948002,0.00860600064745584,3.4718281937999845e-05
test_15_segundos,GS,10,6,0.009151080292602002,0.008605832592361449,3.47176033369998e-05
test_15_segundos,GS,10,7,0.009151709334024002,0.008606424158911911,3.4719987737999794e-05
test_15_segundos,GS,10,8,0.009151896929189001,0.008606600576472462,3.472070084499989e-05
test_15_segundos,GS,10,9,0.009151574464305,0.008606297333989363,3.47194786189998e-05
test_15_segundos,GS,11,0,0.007263056253811,0.006830291334474346,2.7554605041999955e-05
test_15_segundos,GS,11,1,0.007261918380099,0.006829221251551609,2.7550288822999905e-05
test_15_segundos,GS,11,2,0.007261747076090001,0.006829060154780966,2.754963844199998e-05
test_15_segundos,GS,11,3,0.007262177208748001,0.006829464662208878,2.7551270140999855e-05
test_15_segundos,GS,11,4,0.007261967165199999,0.006829267134416596,2.7550473520999855e-05
test_15_segundos,GS,11,5,0.007262843706321002,0.006830091449128943,2.7553798436999932e-05
test_15_segundos,GS,11,6,0.007261062703893002,0.006828416555476408,2.75470417119999e-05
test_15_segundos,GS,11,7,0.007261547648939001,0.006828872606754303,2.754888255799984e-05
test_15_segundos,GS,11,8,0.007262065627253999,0.006829359725985598,2.75508467299998e-05
test_15_segundos,GS,11,9,0.0072624961638500015,0.006829764614031194,2.7552480629999907e-05
test_15_segundos,GS,12,0,0.0057884834326360005,0.005443569063438377,2.1960239248999857e-05
test_15_segundos,GS,12,1,0.005789462208527002,0.005444489527440677,2.19639526889998e-05
test_15_segundos,GS,12,2,0.005789046718593999,0.005444098790578191,2.1962376319999838e-05
test_15_segundos,GS,12,3,0.005788822058617001,0.005443887515870889,2.1961523949999952e-05
test_15_segundos,GS,12,4,0.005788257741193001,0.005443356818111113,2.1959383139999976e-05
test_15_segundos,GS,12,5,0.005788688258006,0.005443761686456931,2.1961016403999932e-05
test_15_segundos,GS,12,6,0.00578901991364,0.005444073583228843,2.1962274566999932e-05
test_15_segundos,GS,12,7,0.005789031511353002,0.005444084490166015,2.1962318663000004e-05
test_15_segundos,GS,12,8,0.005788987794714,0.00544404337728228,2.196215277899989e-05
test_15_segundos,GS,12,9,0.0057891175561110035,0.005444165408242078,2.1962645064999833e-05
test_15_segundos,GS,13,0,0.004630746693787002,0.004354806671365199,1.7567915296999885e-05
test_15_segundos,GS,13,1,0.004630491430409002,0.004354566615807066,1.7566946917e-05
test_15_segundos,GS,13,2,0.004630135917465003,0.004354232283214742,1.756559811099995e-05
test_15_segundos,GS,13,3,0.004630582276139001,0.0043546520490788405,1.7567291502999923e-05
test_15_segundos,GS,13,4,0.004629996570002001,0.0043541012375435725,1.7565069464999927e-05
test_15_segundos,GS,13,5,0.00463042767539,0.0043545066590932055,1.7566705008000005e-05
test_15_segundos,GS,13,6,0.004630552094844002,0.0043546236659703355,1.7567177058999857e-05
test_15_segundos,GS,13,7,0.004630470003362001,0.004354546465314188,1.7566865584999836e-05
test_15_segundos,GS,13,8,0.004630975293792,0.004355021652096239,1.75687826219999e-05
test_15_segundos,GS,13,9,0.004630302580167001,0.004354389016646641,1.75662303989999e-05
test_15_segundos,GS,14,0,0.003714240414936002,0.003492902984235274,1.4090791961999909e-05
test_15_segundos,GS,14,1,0.0037138617122080015,0.003492546843466022,1.4089355209999984e-05
test_15_segundos,GS,14,2,0.003714226916243998,0.003492890289776962,1.4090740748999922e-05
test_15_segundos,GS,14,3,0.0037135301244510003,0.0034922350106803674,1.4088097200999844e-05
test_15_segundos,GS,14,4,0.0037137474856120027,0.003492439422111333,1.408892184299993e-05
test_15_segundos,GS,14,5,0.0037134034601500033,0.0034921158925924796,1.4087616648999959e-05
test_15_segundos,GS,14,6,0.0037141291254669997,0.0034927983250650366,1.4090369744999831e-05
test_15_segundos,GS,14,7,0.003714237041691001,0.0034928998119702673,1.4090779164999904e-05
test_15_segundos,GS,14,8,0.0037140009976080004,0.003492677830650781,1.4089883640999896e-05
test_15_segundos,GS,14,9,0.003713744110802001,0.003492436248354331,1.4088909041999869e-05
test_15_segundos,GS,15,0,0.0029851585396350015,0.00280725753790303,1.1324736937999829e-05
test_15_segundos,GS,15,1,0.002985646209205002,0.002807716153606343,1.1326587101999916e-05
test_15_segundos,GS,15,2,0.002985159214052,0.0028072581721104353,1.1324739498000001e-05
test_15_segundos,GS,15,3,0.0029849747579349995,0.0028070847053228007,1.1324039690999892e-05
test_15_segundos,GS,15,4,0.002985172378033003,0.002807270551828339,1.1324789439999972e-05
test_15_segundos,GS,15,5,0.0029851360512749997,0.0028072363893138727,1.1324651619999985e-05
test_15_segundos,GS,15,6,0.002984922125152001,0.0028070352082369063,1.1323840009000007e-05
test_15_segundos,GS,15,7,0.0029851485685540016,0.0028072481608592253,1.1324699107999846e-05
test_15_segundos,GS,15,8,0.002985088517717999,0.002807191687642054,1.1324471282999878e-05
test_15_segundos,GS,15,9,0.0029851004476020002,0.002807202906779261,1.1324516544999972e-05
test_15_segundos,GS,16,0,0.002403475861380001,0.0022602297027970557,9.117898136999994e-06
test_15_segundos,GS,16,1,0.0024036400801910017,0.00226038413796359,9.118521164999845e-06
test_15_segundos,GS,16,2,0.0024037934157239995,0.002260528338247438,9.119102902999847e-06
test_15_segundos,GS,16,3,0.0024036911733749996,0.0022604321871643133,9.118715006999805e-06
test_15_segundos,GS,16,4,0.002403852638312001,0.0022605840325151854,9.119327585999917e-06
test_15_segundos,GS,16,5,0.002403786251651001,0.002260521600983756,9.119075722999843e-06
test_15_segundos,GS,16,6,0.002403614885145001,0.002260360443951231,9.11842557799994e-06
test_15_segundos,GS,16,7,0.0024036507696210047,0.0022603941905630803,9.11856171899989e-06
test_15_segundos,GS,16,8,0.0024036999963230003,0.002260440484485116,9.118748480000001e-06
test_15_segundos,GS,16,9,0.0024036832978200015,0.0022604247808252604,9.118685127999923e-06
test_15_segundos,GS,17,0,0.001937889192865003,0.0018223812386419644,7.3515145659998945e-06
test_15_segundos,GS,17,1,0.001937995467008001,0.0018224811813127816,7.351917757999864e-06
test_15_segundos,GS,17,2,0.0019380418461119998,0.00182252479730009,7.352093714999919e-06
test_15_segundos,GS,17,3,0.0019380179842590037,0.0018225023570624206,7.352003185999824e-06
test_15_segundos,GS,17,4,0.0019382534405740027,0.0018227237856226416,7.352896480999861e-06
test_15_segundos,GS,17,5,0.0019380760383880015,0.001822556952502559,7.352223436999988e-06
test_15_segundos,GS,17,6,0.0019380332315350008,0.0018225166959527405,7.35206103199995e-06
test_15_segundos,GS,17,7,0.0019381117307890002,0.001822590518460446,7.352358849999812e-06
test_15_segundos,GS,17,8,0.0019378547850640022,0.001822348880739011,7.351384025999861e-06
test_15_segundos,GS,17,9,0.0019380479762410026,0.0018225305621853522,7.352116971999978e-06
test_15_segundos,GS,18,0,0.0015643878644110028,0.0014711319566839962,5.9344924389999245e-06
test_15_segundos,GS,18,1,0.0015643167943320021,0.0014710651207480337,5.9342228069998205e-06
test_15_segundos,GS,18,2,0.0015644115255020012,0.0014711542081399052,5.934582205999964e-06
test_15_segundos,GS,18,3,0.0015643625796020006,0.001471108178261842,5.934396511000006e-06
test_15_segundos,GS,18,4,0.0015642697982059988,0.0014710209244861972,5.934044508999975e-06
test_15_segundos,GS,18,5,0.001564405504453001,0.0014711485458114057,5.934559362999903e-06
test_15_segundos,GS,18,6,0.0015643271756500012,0.0014710748835818895,5.934262191999856e-06
test_15_segundos,GS,18,7,0.0015643805979170017,0.0014711251231080934,5.934464870999958e-06
test_15_segundos,GS,18,8,0.001564324857837999,0.0014710727038650508,5.934253398999891e-06
test_15_segundos,GS,18,9,0.001564390306554001,0.0014711342533248084,5.934501703999933e-06
test_15_segundos,GS,19,0,0.0012638329031470007,0.0011884831244551096,4.794220645999974e-06
test_15_segundos,GS,19,1,0.0012637506559850017,0.0011884057773115094,4.793908609000003e-06
test_15_segundos,GS,19,2,0.0012637837446010018,0.0011884368945881021,4.794034143999933e-06
test_15_segundos,GS,19,3,0.001263917703092002,0.001188562872279087,4.794542366999858e-06
test_15_segundos,GS,19,4,0.0012638286221360018,0.0011884790984876973,4.794204403999825e-06
test_15_segundos,GS,19,5,0.0012637952186929995,0.0011884476851116979,4.794077674999918e-06
test_15_segundos,GS,19,6,0.0012638689308360031,0.0011885170057123178,4.794357330999881e-06
test_15_segundos,GS,19,7,0.0012636492513799992,0.0011883104140630691,4.793523890999924e-06
test_15_segundos,GS,19,8,0.0012637983437569981,0.0011884506239972894,4.794089530999824e-06
test_15_segundos,GS,19,9,0.001263838660993001,0.0011884885392438203,4.79424248999989e-06
test_15_segundos,GS,20,0,0.001021772206391001,0.0009608436505003966,3.875869527999922e-06
test_15_segundos,GS,20,1,0.001021795102487001,0.0009608651825262263,3.875956392999924e-06
test_15_segundos,GS,20,2,0.001021653630142,0.0009607321386408879,3.875419662999853e-06
test_15_segundos,GS,20,3,0.001021782010564,0.0009608528705333534,3.8759067239998914e-06
test_15_segundos,GS,20,4,0.0010218461012620006,0.0009609131429390082,3.876149876999796e-06
test_15_segundos,GS,20,5,0.0010219260677000008,0.0009609883452404457,3.876453259999942e-06
test_15_segundos,GS,20,6,0.001021692592635,0.0009607687798624149,3.8755674819999485e-06
test_15_segundos,GS,20,7,0.001021689404945003,0.0009607657820965352,3.875555387999885e-06
test_15_segundos,GS,20,8,0.0010218184909960024,0.0009608871776208363,3.8760451259998215e-06
test_15_segundos,GS,20,9,0.0010217262352580012,0.0009608004181827214,3.875695117999808e-06
test_15_segundos,GS,21,0,0.0008265050993920002,0.0007772099498970753,3.1350480379998234e-06
test_15_segundos,GS,21,1,0.0008265851802500034,0.0007772852597786954,3.1353518559998784e-06
test_15_segundos,GS,21,2,0.0008265261970830003,0.0007772297906519454,3.135128079999978e-06
test_15_segundos,GS,21,3,0.0008264755441869998,0.0007771821555044766,3.134935908999945e-06
test_15_segundos,GS,21,4,0.0008265299321020018,0.0007772333031560254,3.135142250000004e-06
test_15_segundos,GS,21,5,0.0008265396372190009,0.0007772424300658597,3.135179070999812e-06
test_15_segundos,GS,21,6,0.0008266239230390023,0.0007773216944042922,3.1354988410000045e-06
test_15_segundos,GS,21,7,0.0008265897659700012,0.00077728957229701,3.1353692529999515e-06
test_15_segundos,GS,21,8,0.0008265141365850002,0.0007772184486773601,3.1350823239998608e-06
test_15_segundos,GS,21,9,0.0008265163348410006,0.0007772205159694949,3.1350906639999922e-06
test_15_segundos,GS,22,0,0.0006689465074490013,0.0006290382084092944,2.5372884219999805e-06
test_15_segundos,GS,22,1,0.0006689750575019999,0.0006290650575273905,2.537396737999813e-06
test_15_segundos,GS,22,2,0.0006689403244160016,0.0006290323937348397,2.537264963999898e-06
test_15_segundos,GS,22,3,0.0006689598005560022,0.0006290507095442491,2.5373388549999876e-06
test_15_segundos,GS,22,4,0.000668973327686001,0.0006290634307830511,2.5373901749998866e-06
test_15_segundos,GS,22,5,0.0006689178665050022,0.0006290112738103956,2.537179761999929e-06
test_15_segundos,GS,22,6,0.000668972510269001,0.0006290626620543427,2.537387073999961e-06
test_15_segundos,GS,22,7,0.0006689321968510021,0.0006290247503920249,2.53723412899998e-06
test_15_segundos,GS,22,8,0.0006689761532130002,0.0006290660879545091,2.537400894999861e-06
test_15_segundos,GS,22,9,0.0006689662038410017,0.0006290567313376747,2.537363147999891e-06
test_15_segundos,GS,23,0,0.0005415662553970035,0.0005092468752512479,2.054022040999916e-06
test_15_segundos,GS,23,1,0.0005415911415980028,0.0005092702788134881,2.054116456999891e-06
test_15_segundos,GS,23,2,0.0005415247967780021,0.0005092078866148701,2.053864751999949e-06
test_15_segundos,GS,23,3,0.000541600062272003,0.0005092786679984306,2.054150300999976e-06
test_15_segundos,GS,23,4,0.0005415652594820019,0.0005092459386693213,2.054018262999868e-06
test_15_segundos,GS,23,5,0.0005415776196520006,0.0005092575624488242,2.0540651559999845e-06
test_15_segundos,GS,23,6,0.000541597748942,0.0005092764924983075,2.054141523999799e-06
test_15_segundos,GS,23,7,0.0005415557824880012,0.0005092370262959319,2.053982307999823e-06
test_15_segundos,GS,23,8,0.0005416093030450018,0.0005092873582504468,2.054185358999882e-06
test_15_segundos,GS,23,9,0.0005416074727140015,0.0005092856369714043,2.0541784149998195e-06
test_15_segundos,GS,24,0,0.0004386446067739997,0.0004124569780701227,1.6635488569998347e-06
test_15_segundos,GS,24,1,0.0004386553406970007,0.0004124670725117175,1.6635895799998936e-06
test_15_segundos,GS,24,2,0.0004386399760940012,0.0004124526232602598,1.6635312889998286e-06
test_15_segundos,GS,24,3,0.0004386491899729991,0.0004124612882223243,1.6635662449999457e-06
test_15_segundos,GS,24,4,0.0004385725471330021,0.00041238921152033856,1.6632754709997987e-06
test_15_segundos,GS,24,5,0.00043856464843500145,0.00041238178339964715,1.663245503999997e-06
test_15_segundos,GS,24,6,0.0004385789743100016,0.0004123952557787538,1.6632998549998262e-06
test_15_segundos,GS,24,7,0.0004385593245430022,0.0004123767767035014,1.6632253059998235e-06
test_15_segundos,GS,24,8,0.00043860701543500054,0.0004124216263190697,1.663406239999811e-06
test_15_segundos,GS,24,9,0.0004386147584030015,0.00041242890798898055,1.6634356159999242e-06
test_15_segundos,GS,25,0,0.0003553088524650016,0.00033408610859565296,1.3473823579999294e-06
test_15_segundos,GS,25,1,0.00035531102776100115,0.0003340881543083436,1.3473906099999242e-06
test_15_segundos,GS,25,2,0.00035531373841900075,0.00033409070348249393,1.3474008939999213e-06
test_15_segundos,GS,25,3,0.0003553010365070009,0.000334078758285348,1.347352704999822e-06
test_15_segundos,GS,25,4,0.0003552814358030013,0.000334060325347451,1.3472783419999062e-06
test_15_segundos,GS,25,5,0.00035534741062100166,0.0003341223695865593,1.3475286429998849e-06
test_15_segundos,GS,25,6,0.0003553181846870008,0.0003340948848284013,1.3474177629998248e-06
test_15_segundos,GS,25,7,0.00035532543149600004,0.000334101699901655,1.3474452559998889e-06
test_15_segundos,GS,25,8,0.0003553195737310027,0.0003340961911272837,1.347423032999973e-06
test_15_segundos,GS,25,9,0.00035529618820400106,0.0003340741988356415,1.347334310999957e-06
test_15_segundos,GS,26,0,0.0002879131063020005,0.0002707055911918726,1.0916904599998778e-06
test_15_segundos,GS,26,1,0.00028791360987700035,0.000270706064797345,1.0916923709998819e-06
test_15_segundos,GS,26,2,0.0002878876696960001,0.00027068167001564935,1.091593955999991e-06
test_15_segundos,GS,26,3,0.00028791029637800184,0.0002707029486913757,1.0916797999998683e-06
test_15_segundos,GS,26,4,0.0002878891702450001,0.00027068308117969634,1.091599648999882e-06
test_15_segundos,GS,26,5,0.0002878951587870005,0.0002706887129426173,1.0916223689998086e-06
test_15_segundos,GS,26,6,0.00028785803315999997,0.00027065379914967876,1.0914815189999594e-06
test_15_segundos,GS,26,7,0.0002878759055060005,0.00027067060671487895,1.0915493239998554e-06
test_15_segundos,GS,26,8,0.00028786844089100186,0.00027066358680967044,1.0915210049999326e-06
test_15_segundos,GS,26,9,0.00028790521987600047,0.0002706981746324963,1.0916605399998065e-06
test_15_segundos,GS,27,0,0.00023331407271800028,0.00021935939808029033,8.845478539998373e-07
test_15_segundos,GS,27,1,0.00023328145171600082,0.00021932872051401276,8.844240939999762e-07
test_15_segundos,GS,27,2,0.00023327694556800224,0.0002193244828347423,8.844069979997964e-07
test_15_segundos,GS,27,3,0.00023329100257800134,0.0002193377023803191,8.844603290000027e-07
test_15_segundos,GS,27,4,0.0002332921580220016,0.00021933878899706003,8.844647119998252e-07
test_15_segundos,GS,27,5,0.0002333276270780008,0.00021937214490744253,8.845992779998781e-07
test_15_segundos,GS,27,6,0.00023331790070799975,0.00021936299801354666,8.845623769998274e-07
test_15_segundos,GS,27,7,0.0002332821441780013,0.0002193293717315291,8.844267209999392e-07
test_15_segundos,GS,27,8,0.0002333021201520012,0.00021934815759414947,8.845025069998107e-07
test_15_segundos,GS,27,9,0.00023333179010900348,0.00021937605992095014,8.846150719998835e-07
test_15_segundos,GS,28,0,0.00018909363968999923,0.00017777348078741503,7.167804939999401e-07
test_15_segundos,GS,28,1,0.00018909228382500134,0.00017777220569573196,7.167753499999138e-07
test_15_segundos,GS,28,2,0.00018910036203600186,0.00017777980264814948,7.168059979998937e-07
test_15_segundos,GS,28,3,0.00018910042775000343,0.0001777798644579764,7.16806246999933e-07
test_15_segundos,GS,28,4,0.00018909618131900157,0.00017777587101185896,7.167901369998803e-07
test_15_segundos,GS,28,5,0.00018908415475200142,0.0001777645609354603,7.167445089998042e-07
test_15_segundos,GS,28,6,0.00018909872836599947,0.00017777826630145869,7.167997999998812e-07
test_15_segundos,GS,28,7,0.0001890804490620003,0.00017776107602460002,7.167304499999631e-07
test_15_segundos,GS,28,8,0.00018907901109900023,0.00017775972372613245,7.167249949997963e-07
test_15_segundos,GS,28,9,0.00018910428134000012,0.00017778348845930565,7.168208669998052e-07
test_15_segundos,GS,29,0,0.0001532756614810005,0.00014408942624569255,5.808911039998591e-07
test_15_segundos,GS,29,1,0.0001532693915990031,0.00014408352987325666,5.808673169999286e-07
test_15_segundos,GS,29,2,0.0001532691027600008,0.00014408325824921713,5.808662209999017e-07
test_15_segundos,GS,29,3,0.0001532767260780022,0.00014409042739860765,5.808951429998963e-07
test_15_segundos,GS,29,4,0.00015327955949600083,0.00014409309201717023,5.809058929999618e-07
test_15_segundos,GS,29,5,0.00015327654262100053,0.0001440902548795913,5.80894446999998e-07
test_15_segundos,GS,29,6,0.00015326987952300232,0.00014408398873356186,5.808691679999676e-07
test_15_segundos,GS,29,7,0.00015329146178500095,0.00014410428520796308,5.809510489999947e-07
test_15_segundos,GS,29,8,0.00015327764061100126,0.0001440912874418506,5.808986129997914e-07
test_15_segundos,GS,29,9,0.00015328477297000157,0.00014409799488045134,5.809256719997973e-07
test_15_segundos,GS,30,0,0.000124253921874001,0.00011679671153210167,4.7078588099984386e-07
test_15_segundos,GS,30,1,0.0001242571014870009,0.0001167997017117749,4.7079794399996523e-07
test_15_segundos,GS,30,2,0.00012426127953600174,0.00011680363083947937,4.708137949999483e-07
test_15_segundos,GS,30,3,0.00012424255975700024,0.00011678602632761686,4.707427749999545e-07
test_15_segundos,GS,30,4,0.00012426951474400096,0.00011681137540602551,4.7084503899995703e-07
test_15_segundos,GS,30,5,0.0001242672160280011,0.00011680921366452065,4.7083631799990644e-07
test_15_segundos,GS,30,6,0.0001242736787359998,0.00011681529135234757,4.7086083599994985e-07
test_15_segundos,GS,30,7,0.0001242593117609997,0.00011680178030946384,4.7080632999997596e-07
test_15_segundos,GS,30,8,0.0001242559270130003,0.00011679859720857464,4.707934889997944e-07
test_15_segundos,GS,30,9,0.0001242594750690009,0.0001168019339031686,4.70806948999836e-07
