test,metodo,n_iter,trial,error_abs,error_rel,error_max
test_15_segundos,J,3,0,0.104051341294859,0.07955196640251533,0.00046043431925199985
test_15_segundos,J,3,1,0.104026192834201,0.07953215541708893,0.00046028430727499976
test_15_segundos,J,3,2,0.104037807588651,0.07954086636308394,0.00045949819619199995
test_15_segundos,J,3,3,0.104048913991872,0.07955636132294283,0.00046000521782899994
test_15_segundos,J,3,4,0.104073356501674,0.07956761206134705,0.00045978909366999987
test_15_segundos,J,3,5,0.104039681990068,0.07954419245454145,0.00046005669262999993
test_15_segundos,J,3,6,0.10401241310947501,0.07951851710073707,0.00046000135019499976
test_15_segundos,J,3,7,0.104041386329981,0.07954568197506814,0.00046056684700099986
test_15_segundos,J,3,8,0.104055784557516,0.07955713273990198,0.0004601683386579998
test_15_segundos,J,3,9,0.1040289753098,0.07953402916803308,0.0004605893355029999
test_15_segundos,J,4,0,0.078925142145523,0.06014690123610125,0.00034456167810199985
test_15_segundos,J,4,1,0.078937320884615,0.060156519251945,0.0003444909769569999
test_15_segundos,J,4,2,0.07894244127071201,0.0601620852711498,0.00034449564509299985
test_15_segundos,J,4,3,0.078959431216191,0.06017320201567839,0.0003447780937969999
test_15_segundos,J,4,4,0.078950819423604,0.060167515636906546,0.0003446851834479998
test_15_segundos,J,4,5,0.078951840924229,0.06016839545069355,0.00034446831023099986
test_15_segundos,J,4,6,0.07894331502899,0.06015920620075393,0.0003446182155939998
test_15_segundos,J,4,7,0.078940664973978,0.0601596222748734,0.00034454020575599986
test_15_segundos,J,4,8,0.078962896411303,0.06017539444409286,0.00034466863271499977
test_15_segundos,J,4,9,0.078969442558616,0.060180632321273714,0.00034490060144399984
test_15_segundos,J,5,0,0.062156730097252005,0.047314288690180756,0.00027208083347399995
test_15_segundos,J,5,1,0.06215968991446899,0.04731718995313096,0.0002720373385929999
test_15_segundos,J,5,2,0.062145716545474,0.047305919899851806,0.00027198215449999986
test_15_segundos,J,5,3,0.062153021486517995,0.04731167833233402,0.00027207322290599993
test_15_segundos,J,5,4,0.06215602085454001,0.047314281884180874,0.0002720934045409998
test_15_segundos,J,5,5,0.062158380734208,0.047315862285439145,0.00027207473429299986
test_15_segundos,J,5,6,0.062153033197464,0.04731136718342431,0.00027201543697399975
test_15_segundos,J,5,7,0.062148170528505,0.047307779712519774,0.0002720547084509998
test_15_segundos,J,5,8,0.062156418748316,0.04731419923456284,0.0002721139121339999
test_15_segundos,J,5,9,0.062144032443906,0.04730477882261759,0.00027200117843999977
test_15_segundos,J,6,0,0.050223153148671,0.03822241862818675,0.00021981645590799979
test_15_segundos,J,6,1,0.050223459858435,0.0382225499736403,0.0002197689890889999
test_15_segundos,J,6,2,0.050229467925222,0.03822739694119835,0.0002198015085279998
test_15_segundos,J,6,3,0.050228207301502,0.03822645393597656,0.00021980605739899996
test_15_segundos,J,6,4,0.050223567908395,0.03822275351724572,0.00021978533668499988
test_15_segundos,J,6,5,0.050223230408468,0.03822231275793958,0.0002198067223829999
test_15_segundos,J,6,6,0.050223340681742,0.03822231521012126,0.00021978668631199988
test_15_segundos,J,6,7,0.050228889100322,0.03822701163979865,0.00021982483664599985
test_15_segundos,J,6,8,0.050217497125519,0.03821825280236943,0.00021976884927899995
test_15_segundos,J,6,9,0.050228504372525004,0.03822649694850769,0.00021980677581199984
test_15_segundos,J,7,0,0.041375425162318,0.031480304839292816,0.00018088690570199984
test_15_segundos,J,7,1,0.041381060582225,0.03148460600957982,0.00018091779965099977
test_15_segundos,J,7,2,0.041377908386191,0.031482459370616854,0.00018089701202899993
test_15_segundos,J,7,3,0.041380476064716995,0.03148415036813444,0.00018089417095999987
test_15_segundos,J,7,4,0.041378512048522,0.03148290474181623,0.00018089797301199992
test_15_segundos,J,7,5,0.041378046802859,0.03148245129674471,0.0001808977856439999
test_15_segundos,J,7,6,0.041382396303824,0.031485704652200366,0.00018089941061399982
test_15_segundos,J,7,7,0.04138327205156899,0.03148644781874195,0.0001809143424469999
test_15_segundos,J,7,8,0.041379801784545006,0.03148388302049902,0.00018089648831699995
test_15_segundos,J,7,9,0.041382953655878005,0.0314862237465108,0.00018091210109299994
test_15_segundos,J,8,0,0.034593586558938,0.0263202000930012,0.00015117075461599985
test_15_segundos,J,8,1,0.034599534725095,0.026324753492567025,0.00015119750529599975
test_15_segundos,J,8,2,0.034591505851973,0.026318627529533834,0.00015115893652399982
test_15_segundos,J,8,3,0.034595581729410005,0.026321783619517425,0.00015118036295999984
test_15_segundos,J,8,4,0.034597229207749006,0.0263229968329913,0.00015118493954999982
test_15_segundos,J,8,5,0.034595226904452,0.02632149122276646,0.00015117685552799983
test_15_segundos,J,8,6,0.034596754158627,0.026322624018780535,0.00015118428431399981
test_15_segundos,J,8,7,0.034602396797532006,0.0263269254096974,0.00015120735290199993
test_15_segundos,J,8,8,0.034599856526844,0.026325010459212626,0.00015119724959799987
test_15_segundos,J,8,9,0.034599044622163996,0.026324413790503196,0.0001511945339009999
test_15_segundos,J,9,0,0.029259890604883,0.022262372905178216,0.00012784060618599978
test_15_segundos,J,9,1,0.029253383373440002,0.02225743252771914,0.00012781244340199995
test_15_segundos,J,9,2,0.029255441363824002,0.022258970219097778,0.0001278215935529999
test_15_segundos,J,9,3,0.029254688704231,0.022258428613617785,0.0001278182635869999
test_15_segundos,J,9,4,0.029259050107452,0.0222617361180275,0.00012783586147999994
test_15_segundos,J,9,5,0.029258008313793,0.022260944277644704,0.00012783256178799983
test_15_segundos,J,9,6,0.029256504665543998,0.02225980895255026,0.0001278253702269999
test_15_segundos,J,9,7,0.029255000453933,0.022258658147443038,0.00012781805777499987
test_15_segundos,J,9,8,0.029256293986801,0.02225963962849377,0.00012782494257799993
test_15_segundos,J,9,9,0.029258028746417003,0.022260960655351797,0.00012783222158799993
test_15_segundos,J,10,0,0.024967636108019997,0.018996324817576585,0.00010906601924799979
test_15_segundos,J,10,1,0.024966482281104,0.01899544615658853,0.00010906030081099982
test_15_segundos,J,10,2,0.02496450574312,0.018993939026708616,0.00010905239156399986
test_15_segundos,J,10,3,0.024967677801440998,0.018996355951558692,0.00010906615070799979
test_15_segundos,J,10,4,0.024969879066509,0.018998031555089678,0.00010907585442899992
test_15_segundos,J,10,5,0.024971494383121004,0.01899925443602357,0.00010908259950199984
test_15_segundos,J,10,6,0.024968507113292997,0.018996983882521735,0.00010906900680899981
test_15_segundos,J,10,7,0.024965948193486,0.018995036746777882,0.00010905839407099977
test_15_segundos,J,10,8,0.024969259495484,0.018997556679601825,0.00010907261645399981
test_15_segundos,J,10,9,0.024970637792707,0.018998602822003646,0.00010907888308299982
test_15_segundos,J,11,0,0.021467835784320002,0.016333579725695803,9.375876158999982e-05
test_15_segundos,J,11,1,0.021467858345734003,0.01633359553243887,9.37587109879998e-05
test_15_segundos,J,11,2,0.021465699452798,0.01633195195750635,9.37493175799998e-05
test_15_segundos,J,11,3,0.021469276448551,0.016334673913153925,9.376502400699994e-05
test_15_segundos,J,11,4,0.021468263242036,0.016333901041916902,9.376056478799981e-05
test_15_segundos,J,11,5,0.021467545178502,0.016333357607415687,9.375772493099986e-05
test_15_segundos,J,11,6,0.021466527439130002,0.016332580460558896,9.375310165799997e-05
test_15_segundos,J,11,7,0.021466782406758003,0.016332775941117483,9.375408845799975e-05
test_15_segundos,J,11,8,0.021466999976776,0.016332941132799712,9.375518013699977e-05
test_15_segundos,J,11,9,0.021465021212872,0.016331434110517302,9.374641823799981e-05
test_15_segundos,J,12,0,0.018568741801117998,0.014127811995251982,8.109708415899989e-05
test_15_segundos,J,12,1,0.018569774180796,0.01412859727345231,8.110173142599993e-05
test_15_segundos,J,12,2,0.018572253941797998,0.014130483580923142,8.11124904739999e-05
test_15_segundos,J,12,3,0.018572086822105004,0.014130357734758785,8.111180417499984e-05
test_15_segundos,J,12,4,0.018570742337753,0.014129334561875472,8.110587881099982e-05
test_15_segundos,J,12,5,0.018566742255987003,0.014126291311921467,8.108847650899979e-05
test_15_segundos,J,12,6,0.018571097482825,0.014129604314518636,8.11075171839998e-05
test_15_segundos,J,12,7,0.018569747149842997,0.014128577434029904,8.11015331909999e-05
test_15_segundos,J,12,8,0.018571640374051998,0.014130017103960097,8.110983132399987e-05
test_15_segundos,J,12,9,0.018570485126678,0.01412913872229361,8.110478708599992e-05
test_15_segundos,J,13,0,0.016146272967075,0.0122847099687769,7.051746460799983e-05
test_15_segundos,J,13,1,0.016146993269887,0.012285257658495126,7.05206198339998e-05
test_15_segundos,J,13,2,0.016145120301945003,0.0122838329074613,7.051242372899981e-05
test_15_segundos,J,13,3,0.016144730422859,0.012283536112842384,7.051073024499986e-05
test_15_segundos,J,13,4,0.016143090882162002,0.012282289026513451,7.050356696599995e-05
test_15_segundos,J,13,5,0.016145077177269,0.012283800316514736,7.051222412499981e-05
test_15_segundos,J,13,6,0.016144358425696004,0.012283252932035846,7.050908856299988e-05
test_15_segundos,J,13,7,0.016145666268231003,0.012284248304157634,7.051481435699984e-05
test_15_segundos,J,13,8,0.016146099114797002,0.012284577503628945,7.051669494899989e-05
test_15_segundos,J,13,9,0.016146783476562,0.012285098095777722,7.051970276999975e-05
test_15_segundos,J,14,0,0.014095197039013001,0.010724171733138967,6.155981267699979e-05
test_15_segundos,J,14,1,0.014098057927211997,0.010726348454682373,6.157231451899979e-05
test_15_segundos,J,14,2,0.014096646092779,0.010725274250289595,6.156615157399976e-05
test_15_segundos,J,14,3,0.014096678333867003,0.01072529870010758,6.15662833449999e-05
test_15_segundos,J,14,4,0.014095544457964002,0.010724436090754045,6.156133940899994e-05
test_15_segundos,J,14,5,0.014096757350370002,0.010725358887392535,6.156664048399992e-05
test_15_segundos,J,14,6,0.014097203350028002,0.010725698175124782,6.156858755699992e-05
test_15_segundos,J,14,7,0.014096655087473,0.010725281164288291,6.156619704799976e-05
test_15_segundos,J,14,8,0.014097615805915,0.010726012091371199,6.157038637499986e-05
test_15_segundos,J,14,9,0.014097451984534999,0.010725887381220585,6.15696642949999e-05
test_15_segundos,J,15,0,0.012352582305467,0.009398316201151766,5.39494597679999e-05
test_15_segundos,J,15,1,0.012353248004243002,0.009398822643647806,5.395236484399975e-05
test_15_segundos,J,15,2,0.012352966268127,0.009398608332908644,5.395113692199978e-05
test_15_segundos,J,15,3,0.012354118212077,0.009399484738700396,5.39561678799998e-05
test_15_segundos,J,15,4,0.012353168311967,0.009398762079763538,5.395201754899992e-05
test_15_segundos,J,15,5,0.012352662826648,0.009398377476814,5.3949816201999835e-05
test_15_segundos,J,15,6,0.012352277041121,0.009398083898594738,5.394812856699977e-05
test_15_segundos,J,15,7,0.012353445626284999,0.009398973057265489,5.395323124399989e-05
test_15_segundos,J,15,8,0.012353162726470999,0.009398757794201717,5.3951989209999936e-05
test_15_segundos,J,15,9,0.0123532798589,0.009398846930473478,5.395250569099983e-05
test_15_segundos,J,16,0,0.010858025854385,0.008261195103390458,4.7422433207999944e-05
test_15_segundos,J,16,1,0.010857570919850002,0.008260848974153436,4.742044511399975e-05
test_15_segundos,J,16,2,0.010857217084849002,0.00826057977163197,4.7418900526999784e-05
test_15_segundos,J,16,3,0.010857781975674,0.008261009546622143,4.7421367145999765e-05
test_15_segundos,J,16,4,0.010858536541174,0.008261583655010217,4.742466252199984e-05
test_15_segundos,J,16,5,0.01085805668776,0.008261218568593003,4.742256758499992e-05
test_15_segundos,J,16,6,0.010858042930083,0.008261208113477372,4.74225048629998e-05
test_15_segundos,J,16,7,0.010858206204106002,0.008261332333901437,4.7423220279999966e-05
test_15_segundos,J,16,8,0.010858272936791999,0.008261383096830908,4.742351200099975e-05
test_15_segundos,J,16,9,0.010857093315846,0.008260485605472033,4.741835838699979e-05
test_15_segundos,J,17,0,0.009570241652521,0.007281394885930891,4.179830356499975e-05
test_15_segundos,J,17,1,0.009569367316826002,0.00728072965944661,4.1794485375999755e-05
test_15_segundos,J,17,2,0.009569490195068999,0.007280823146217468,4.179502167799996e-05
test_15_segundos,J,17,3,0.009569401018963001,0.007280755297800633,4.1794631330999794e-05
test_15_segundos,J,17,4,0.009570771640175,0.007281798118050842,4.180061825999988e-05
test_15_segundos,J,17,5,0.009568913994271,0.00728038474744566,4.179250577599977e-05
test_15_segundos,J,17,6,0.009570458878059997,0.0072815601610310724,4.17992527519998e-05
test_15_segundos,J,17,7,0.009569014061045999,0.007280460875387917,4.17929425249998e-05
test_15_segundos,J,17,8,0.009569725218006,0.007281001953273811,4.1796048563999804e-05
test_15_segundos,J,17,9,0.009570056115884,0.00728125372296765,4.179749387099975e-05
test_15_segundos,J,18,0,0.008453771054008002,0.006431937088259501,3.692234162299985e-05
test_15_segundos,J,18,1,0.008453393560508001,0.006431649880366066,3.692069314699983e-05
test_15_segundos,J,18,2,0.008453973858861003,0.006432091393807132,3.6923226802999896e-05
test_15_segundos,J,18,3,0.008454026989979001,0.006432131818971215,3.692345929199995e-05
test_15_segundos,J,18,4,0.008454014812241999,0.0064321225480634195,3.692340592099984e-05
test_15_segundos,J,18,5,0.008453565810274,0.00643178093563141,3.692144528999984e-05
test_15_segundos,J,18,6,0.008453625663551,0.0064318264719445285,3.692170660999977e-05
test_15_segundos,J,18,7,0.008454938769882,0.0064328255383687,3.6927441277999785e-05
test_15_segundos,J,18,8,0.00845356071215,0.006431777055077754,3.692142287099981e-05
test_15_segundos,J,18,9,0.008453608296053003,0.006431813257229254,3.6921630218999905e-05
test_15_segundos,J,19,0,0.007481961569552998,0.005692543526038343,3.2678157649999786e-05
test_15_segundos,J,19,1,0.007482892396706002,0.005693251739058946,3.268222292599973e-05
test_15_segundos,J,19,2,0.00748290731484,0.005693263088126819,3.26822880949997e-05
test_15_segundos,J,19,3,0.0074830842522479995,0.005693397711086606,3.26830608119999e-05
test_15_segundos,J,19,4,0.007482295331352003,0.005692797465301781,3.267961541299994e-05
test_15_segundos,J,19,5,0.007483333561862002,0.005693587395959475,3.2684149726999734e-05
test_15_segundos,J,19,6,0.007482517212311,0.005692966282499294,3.2680584118999906e-05
test_15_segundos,J,19,7,0.007482154221449002,0.005692690105188841,3.2678999085999656e-05
test_15_segundos,J,19,8,0.007482885554283999,0.005693246532978232,3.268219286099976e-05
test_15_segundos,J,19,9,0.007482376652571,0.005692859339179842,3.267997057199981e-05
test_15_segundos,J,20,0,0.006634480011228,0.005047743841442763,2.8976949076999717e-05
test_15_segundos,J,20,1,0.0066347855433550006,0.005047976303308815,2.8978283553999975e-05
test_15_segundos,J,20,2,0.006634626974741001,0.005047855657544031,2.8977590924999814e-05
test_15_segundos,J,20,3,0.006634626008901001,0.0050478549223164386,2.8977586734999904e-05
test_15_segundos,J,20,4,0.0066346535086849985,0.005047875845856349,2.897770681099983e-05
test_15_segundos,J,20,5,0.006634734983339,0.005047937834719617,2.8978062714000042e-05
test_15_segundos,J,20,6,0.006634792180528003,0.005047981352807271,2.8978312474999685e-05
test_15_segundos,J,20,7,0.006634615937385001,0.005047847259655768,2.897754279399976e-05
test_15_segundos,J,20,8,0.0066342797735960005,0.0050475914924573186,2.8976074602999995e-05
test_15_segundos,J,20,9,0.006633830731481001,0.005047249842508532,2.8974113450000016e-05
test_15_segundos,J,21,0,0.005891834497698,0.00448270782519644,2.5733590564000052e-05
test_15_segundos,J,21,1,0.005891671543317,0.004482583842458641,2.5732878873999717e-05
test_15_segundos,J,21,2,0.005891605663217,0.004482533718245511,2.5732591183999856e-05
test_15_segundos,J,21,3,0.005891770446087002,0.004482659091688198,2.5733310819999952e-05
test_15_segundos,J,21,4,0.005891143355814001,0.004482181975479545,2.5730572147999835e-05
test_15_segundos,J,21,5,0.005891743243700002,0.004482638395388596,2.57331920449997e-05
test_15_segundos,J,21,6,0.005891612740054,0.004482539102686451,2.573262208499993e-05
test_15_segundos,J,21,7,0.005891153501683998,0.004482189694531527,2.573061645699988e-05
test_15_segundos,J,21,8,0.005890726570194003,0.004481864867000096,2.5728751904000036e-05
test_15_segundos,J,21,9,0.0058915910388930015,0.004482522591267623,2.5732527298000067e-05
test_15_segundos,J,22,0,0.005238612080013,0.003985708665872705,2.2880770379999672e-05
test_15_segundos,J,22,1,0.005238295174296002,0.003985467550476581,2.2879386362000074e-05
test_15_segundos,J,22,2,0.005239087712939999,0.0039860705474005975,2.2882847622999677e-05
test_15_segundos,J,22,3,0.005238999483339001,0.003986003418568563,2.2882462300999676e-05
test_15_segundos,J,22,4,0.005238432792695999,0.0039855722564882835,2.2879987387999876e-05
test_15_segundos,J,22,5,0.005239198254567002,0.003986154652135772,2.2883330387999962e-05
test_15_segundos,J,22,6,0.005238812844305,0.003985861415825639,2.288164718800001e-05
test_15_segundos,J,22,7,0.0052388612623649996,0.003985898254413941,2.288185864999983e-05
test_15_segundos,J,22,8,0.005238771478875001,0.00398582994317786,2.288146654199968e-05
test_15_segundos,J,22,9,0.005239009858644001,0.003986011312592642,2.2882507602999674e-05
test_15_segundos,J,23,0,0.004663423375192,0.0035480808425631958,2.036874699399985e-05
test_15_segundos,J,23,1,0.004663523986271999,0.003548157391689154,2.036918639599988e-05
test_15_segundos,J,23,2,0.0046640195096239985,0.0035485344068007397,2.0371350497999912e-05
test_15_segundos,J,23,3,0.004663471153843999,0.003548117194559324,2.0368955657999992e-05
test_15_segundos,J,23,4,0.0046634549245309995,0.003548104846622477,2.0368884780999977e-05
test_15_segundos,J,23,5,0.004663685942960999,0.0035482806151799252,2.0369893709999785e-05
test_15_segundos,J,23,6,0.004663809309872,0.003548374477924158,2.037043249299977e-05
test_15_segundos,J,23,7,0.004663957205477,0.0035484870031536747,2.037107839399999e-05
test_15_segundos,J,23,8,0.0046628966090690015,0.0035476800566638404,2.036644644699999e-05
test_15_segundos,J,23,9,0.004663707581598001,0.0035482970787532398,2.0369988214999964e-05
test_15_segundos,J,24,0,0.004156145187289997,0.003162122202929844,1.815330934299992e-05
test_15_segundos,J,24,1,0.004156603543871002,0.0031624709400012167,1.8155311125000063e-05
test_15_segundos,J,24,2,0.004155949906762001,0.0031619736252950655,1.815245649200003e-05
test_15_segundos,J,24,3,0.0041561523944160005,0.0031621276864518557,1.8153340818000043e-05
test_15_segundos,J,24,4,0.004156064143400999,0.0031620605413247085,1.8152955398999943e-05
test_15_segundos,J,24,5,0.004156461474193999,0.0031623628473411883,1.815469066299971e-05
test_15_segundos,J,24,6,0.004155700953091,0.0031617842108608244,1.815136923700002e-05
test_15_segundos,J,24,7,0.004156253925067998,0.0031622049352332477,1.8153784232000005e-05
test_15_segundos,J,24,8,0.004155976647405,0.003161993970720387,1.8152573277999736e-05
test_15_segundos,J,24,9,0.004156267120332997,0.0031622149747691734,1.8153841861999736e-05
test_15_segundos,J,25,0,0.0037069722862199997,0.0028203725159687202,1.6191635107000012e-05
test_15_segundos,J,25,1,0.003706944419872,0.0028203513140920124,1.6191513406999675e-05
test_15_segundos,J,25,2,0.003707042982808001,0.002820426304896037,1.619194386099981e-05
test_15_segundos,J,25,3,0.0037069373662640013,0.002820345947394249,1.6191482600999996e-05
test_15_segundos,J,25,4,0.0037071630747240025,0.0028205176759207055,1.6192468337999835e-05
test_15_segundos,J,25,5,0.003706916532117999,0.002820330095880227,1.6191391611999808e-05
test_15_segundos,J,25,6,0.0037070104498820007,0.0028204015525039525,1.6191801779e-05
test_15_segundos,J,25,7,0.003706890928279001,0.0028203106153907756,1.6191279791999934e-05
test_15_segundos,J,25,8,0.003707110080909,0.0028204773559463055,1.6192236898999925e-05
test_15_segundos,J,25,9,0.0037069301487489994,0.0028203404560054515,1.6191451080999845e-05
test_15_segundos,J,26,0,0.0033092387469340003,0.002517760064773172,1.4454612144999737e-05
test_15_segundos,J,26,1,0.003309043030622999,0.0025176111555608727,1.4453757392999655e-05
test_15_segundos,J,26,2,0.003309184242796999,0.0025177185957201303,1.4454374108999971e-05
test_15_segundos,J,26,3,0.0033091706252050004,0.0025177082348868465,1.445431463699973e-05
test_15_segundos,J,26,4,0.003309407654962,0.0025178885771363502,1.4455349817999678e-05
test_15_segundos,J,26,5,0.003309342351477001,0.002517838891473728,1.4455064617999776e-05
test_15_segundos,J,26,6,0.003309228919238001,0.0025177525874492575,1.4454569223999649e-05
test_15_segundos,J,26,7,0.003309436075281001,0.002517910200502611,1.445547393799998e-05
test_15_segundos,J,26,8,0.003309185987388,0.002517719923083758,1.445438172800002e-05
test_15_segundos,J,26,9,0.0033092230561250005,0.0025177481265622912,1.445454361799969e-05
test_15_segundos,J,27,0,0.002956378956300002,0.002249289454156967,1.2913566446999796e-05
test_15_segundos,J,27,1,0.002956188978638999,0.0022491449111376478,1.2912736756999933e-05
test_15_segundos,J,27,2,0.002956352361660999,0.002249269219828264,1.2913450299999792e-05
test_15_segundos,J,27,3,0.002956272391967001,0.002249208375519449,1.2913101048000076e-05
test_15_segundos,J,27,4,0.002956325339887002,0.0022492486605295427,1.291333228799988e-05
test_15_segundos,J,27,5,0.002956233165236,0.0022491785301662895,1.2912929732999696e-05
test_15_segundos,J,27,6,0.0029562185215049994,0.002249167388596854,1.2912865779999682e-05
test_15_segundos,J,27,7,0.0029562307994250017,0.002249176730147706,1.2912919400999683e-05
test_15_segundos,J,27,8,0.0029561163713779995,0.002249089668467794,1.2912419658999731e-05
test_15_segundos,J,27,9,0.0029564696718810003,0.0022493584743941046,1.2913962628999763e-05
test_15_segundos,J,28,0,0.0026426210657659994,0.002010569218274548,1.1543290599999936e-05
test_15_segundos,J,28,1,0.002642826202511001,0.002010725294939628,1.154418649500005e-05
test_15_segundos,J,28,2,0.0026423926382840007,0.002010395420990614,1.1542292987999983e-05
test_15_segundos,J,28,3,0.0026423533442110018,0.002010365524388562,1.154212137899997e-05
test_15_segundos,J,28,4,0.0026424048678860006,0.0020104047257979117,1.154234639799993e-05
test_15_segundos,J,28,5,0.00264270694151,0.00201063455614091,1.1543665645999835e-05
test_15_segundos,J,28,6,0.002643030578513,0.002010880792831014,1.1545079065999799e-05
test_15_segundos,J,28,7,0.0026426493841119995,0.002010590764047004,1.1543414274999865e-05
test_15_segundos,J,28,8,0.002642533870478999,0.0020105028763965633,1.1542909791999786e-05
test_15_segundos,J,28,9,0.0026429432589000013,0.0020108143563700854,1.1544697714999975e-05
test_15_segundos,J,29,0,0.002363763366880999,0.0017984025200947368,1.0325434474999645e-05
test_15_segundos,J,29,1,0.0023634373980339993,0.0017981545092383248,1.0324010869999702e-05
test_15_segundos,J,29,2,0.0023636438162799992,0.0017983115609757083,1.0324912361000041e-05
test_15_segundos,J,29,3,0.0023637002169729993,0.0017983544729997002,1.032515867999996e-05
test_15_segundos,J,29,4,0.0023635268260240013,0.00179822254983858,1.0324401428999774e-05
test_15_segundos,J,29,5,0.002363465345914001,0.0017981757731823735,1.032413292700006e-05
test_15_segundos,J,29,6,0.002363596774847,0.001798275769842688,1.0324706916999687e-05
test_15_segundos,J,29,7,0.0023634843043240012,0.0017981901975369459,1.0324215723999785e-05
test_15_segundos,J,29,8,0.0023636760775090004,0.0017983361066631677,1.0325053255999701e-05
test_15_segundos,J,29,9,0.002363616690194998,0.0017982909222691548,1.0324793892999874e-05
test_15_segundos,J,30,0,0.002115066895522,0.0016091837558835846,9.239301574999643e-06
test_15_segundos,J,30,1,0.0021150082606109987,0.0016091391439688326,9.239045498999829e-06
test_15_segundos,J,30,2,0.0021149177369740005,0.0016090702697759767,9.238650154000036e-06
test_15_segundos,J,30,3,0.0021149395930629986,0.0016090868988428444,9.238745606999707e-06
test_15_segundos,J,30,4,0.00211513469595,0.0016092353413027264,9.239597679999972e-06
test_15_segundos,J,30,5,0.0021152304615540025,0.0016093082038337446,9.24001591799976e-06
test_15_segundos,J,30,6,0.0021149575608510004,0.001609100569476479,9.238824077999804e-06
test_15_segundos,J,30,7,0.002114955430283,0.001609098948447991,9.238814772999891e-06
test_15_segundos,J,30,8,0.0021151792431569993,0.0016092692347097154,9.239792230999848e-06
test_15_segundos,J,30,9,0.0021149072963409987,0.0016090623261163532,9.238604556999902e-06
test_15_segundos,J,31,0,0.0018935855729239998,0.001440671424651845,8.272025481999897e-06
test_15_segundos,J,31,1,0.0018937299647700011,0.0014407812840628747,8.272656084999837e-06
test_15_segundos,J,31,2,0.0018936796829180005,0.0014407430275484375,8.272436489000033e-06
test_15_segundos,J,31,3,0.0018934486267440016,0.001440567230246919,8.271427395999901e-06
test_15_segundos,J,31,4,0.0018934493292220016,0.001440567764739877,8.271430463999748e-06
test_15_segundos,J,31,5,0.0018934302950860003,0.0014405532827405838,8.271347336000039e-06
test_15_segundos,J,31,6,0.0018934420462239998,0.0014405622235019444,8.271398657000006e-06
test_15_segundos,J,31,7,0.001893544305292,0.0014406400265120573,8.271845253999838e-06
test_15_segundos,J,31,8,0.0018933774871530023,0.0014405131042427334,8.271116707999834e-06
test_15_segundos,J,31,9,0.001893549549408,0.0014406440164448082,8.271868156000013e-06
test_15_segundos,J,32,0,0.0016958978895619996,0.0012902622976795107,7.4086634259998806e-06
test_15_segundos,J,32,1,0.00169576780609,0.0012901633246741354,7.4080953120000265e-06
test_15_segundos,J,32,2,0.0016959243744769988,0.0012902824485209537,7.40877909299973e-06
test_15_segundos,J,32,3,0.0016959084366430003,0.0012902703223230004,7.408709488000015e-06
test_15_segundos,J,32,4,0.0016959628989419995,0.0012903117595423413,7.408947341999966e-06
test_15_segundos,J,32,5,0.0016958230281490004,0.0012902053399575784,7.408336482999864e-06
test_15_segundos,J,32,6,0.0016959377183609994,0.0012902926011071425,7.408837369999709e-06
test_15_segundos,J,32,7,0.001695900803720001,0.0012902645149111117,7.40867615299989e-06
test_15_segundos,J,32,8,0.001696108841481999,0.001290422798789762,7.409584716999967e-06
test_15_segundos,J,32,9,0.001696016881483001,0.0012903528317548783,7.4091830999998935e-06
test_15_segundos,J,33,0,0.0015194853938129997,0.0011560402306991927,6.638216564999657e-06
test_15_segundos,J,33,1,0.0015192920042920001,0.0011558930918125782,6.637371973999655e-06
test_15_segundos,J,33,2,0.0015194116417400004,0.0011559841170109113,6.637894466999909e-06
test_15_segundos,J,33,3,0.0015194637914410006,0.0011560237947011666,6.6381222210000305e-06
test_15_segundos,J,33,4,0.001519451174090999,0.001156014194894994,6.638067116999675e-06
test_15_segundos,J,33,5,0.0015194626833230007,0.00115602295159303,6.638117381999736e-06
test_15_segundos,J,33,6,0.0015194871627469994,0.0011560415765882093,6.638224291000052e-06
test_15_segundos,J,33,7,0.0015193662698679978,0.0011559495961632386,6.637696314999893e-06
test_15_segundos,J,33,8,0.0015193948296290012,0.0011559713256499818,6.6378210440000245e-06
test_15_segundos,J,33,9,0.0015194413666249993,0.0011560067329838266,6.638024285000009e-06
test_15_segundos,J,34,0,0.0013616451133150018,0.00103594868834434,5.94888019999967e-06
test_15_segundos,J,34,1,0.001361625520598,0.0010359337814095633,5.948794633000003e-06
test_15_segundos,J,34,2,0.0013617826909949997,0.0010360533632706006,5.949481043000023e-06
test_15_segundos,J,34,3,0.0013616534969679993,0.001035955067013187,5.948916813999696e-06
test_15_segundos,J,34,4,0.001361822507332999,0.0010360836572225675,5.949654932999645e-06
test_15_segundos,J,34,5,0.0013618029179310017,0.0010360687527893957,5.9495693800000644e-06
test_15_segundos,J,34,6,0.0013616453283029992,0.001035948851964629,5.9488811389998494e-06
test_15_segundos,J,34,7,0.0013615990029160019,0.0010359136056403242,5.948678821999891e-06
test_15_segundos,J,34,8,0.001361652029356,0.0010359539503794989,5.948910403999995e-06
test_15_segundos,J,34,9,0.0013616683255089999,0.0010359663491854095,5.948981574999644e-06
test_15_segundos,J,35,0,0.0012206798091689993,0.0009286963397566613,5.333241972999957e-06
test_15_segundos,J,35,1,0.0012207203051080005,0.0009287271507960878,5.3334188309999905e-06
test_15_segundos,J,35,2,0.001220728276193999,0.0009287332154981171,5.333453643000061e-06
