familia,rep,tam,dens,metodo,tiempo
red_sumidero,3,1000,0.1,GS,110
red_sumidero,4,1000,0.1,GS,100
red_sumidero,5,1000,0.1,GS,103
red_sumidero,6,1000,0.1,GS,106
red_sumidero,7,1000,0.1,GS,97
red_sumidero,8,1000,0.1,GS,104
red_sumidero,9,1000,0.1,GS,102
red_sumidero,0,1000,0.1,J,97
red_sumidero,1,1000,0.1,J,106
red_sumidero,2,1000,0.1,J,158
red_sumidero,3,1000,0.1,J,111
red_sumidero,4,1000,0.1,J,94
red_sumidero,5,1000,0.1,J,97
red_sumidero,6,1000,0.1,J,126
red_sumidero,7,1000,0.1,J,119
red_sumidero,8,1000,0.1,J,108
red_sumidero,9,1000,0.1,J,97
red_sumidero,0,1000,0.1,EG,4704
red_sumidero,1,1000,0.1,EG,8798
red_sumidero,2,1000,0.1,EG,4548
red_sumidero,3,1000,0.1,EG,8288
red_sumidero,4,1000,0.1,EG,4685
red_sumidero,5,1000,0.1,EG,4508
red_sumidero,6,1000,0.1,EG,5102
red_sumidero,7,1000,0.1,EG,4484
red_sumidero,8,1000,0.1,EG,4547
red_sumidero,9,1000,0.1,EG,4755
red_sumidero,0,1000,0.3,GS,119
red_sumidero,1,1000,0.3,GS,102
red_sumidero,2,1000,0.3,GS,106
red_sumidero,3,1000,0.3,GS,122
red_sumidero,4,1000,0.3,GS,205
red_sumidero,5,1000,0.3,GS,114
red_sumidero,6,1000,0.3,GS,104
red_sumidero,7,1000,0.3,GS,102
red_sumidero,8,1000,0.3,GS,123
red_sumidero,9,1000,0.3,GS,101
red_sumidero,0,1000,0.3,J,86
red_sumidero,1,1000,0.3,J,107
red_sumidero,2,1000,0.3,J,109
red_sumidero,3,1000,0.3,J,102
red_sumidero,4,1000,0.3,J,101
red_sumidero,5,1000,0.3,J,98
red_sumidero,6,1000,0.3,J,111
red_sumidero,7,1000,0.3,J,100
red_sumidero,8,1000,0.3,J,126
red_sumidero,9,1000,0.3,J,98
red_sumidero,0,1000,0.3,EG,4902
red_sumidero,1,1000,0.3,EG,4570
red_sumidero,2,1000,0.3,EG,5085
red_sumidero,3,1000,0.3,EG,5861
red_sumidero,4,1000,0.3,EG,4985
red_sumidero,5,1000,0.3,EG,5643
red_sumidero,6,1000,0.3,EG,4925
red_sumidero,7,1000,0.3,EG,4604
red_sumidero,8,1000,0.3,EG,4918
red_sumidero,9,1000,0.3,EG,4777
red_sumidero,0,1000,0.5,GS,102
red_sumidero,1,1000,0.5,GS,106
red_sumidero,2,1000,0.5,GS,102
red_sumidero,3,1000,0.5,GS,111
red_sumidero,4,1000,0.5,GS,101
red_sumidero,5,1000,0.5,GS,118
red_sumidero,6,1000,0.5,GS,104
red_sumidero,7,1000,0.5,GS,102
red_sumidero,8,1000,0.5,GS,103
red_sumidero,9,1000,0.5,GS,103
red_sumidero,0,1000,0.5,J,101
red_sumidero,1,1000,0.5,J,102
red_sumidero,2,1000,0.5,J,103
red_sumidero,3,1000,0.5,J,99
red_sumidero,4,1000,0.5,J,99
red_sumidero,5,1000,0.5,J,104
red_sumidero,6,1000,0.5,J,101
red_sumidero,7,1000,0.5,J,131
red_sumidero,8,1000,0.5,J,128
red_sumidero,9,1000,0.5,J,99
red_sumidero,0,1000,0.5,EG,5315
red_sumidero,1,1000,0.5,EG,6045
red_sumidero,2,1000,0.5,EG,6737
red_sumidero,3,1000,0.5,EG,5823
red_sumidero,4,1000,0.5,EG,4505
red_sumidero,5,1000,0.5,EG,5435
red_sumidero,6,1000,0.5,EG,5478
red_sumidero,7,1000,0.5,EG,5815
red_sumidero,8,1000,0.5,EG,6323
red_sumidero,9,1000,0.5,EG,6124
red_sumidero,0,1000,0.9,GS,95
red_sumidero,1,1000,0.9,GS,124
red_sumidero,2,1000,0.9,GS,91
red_sumidero,3,1000,0.9,GS,95
red_sumidero,4,1000,0.9,GS,97
red_sumidero,5,1000,0.9,GS,98
red_sumidero,6,1000,0.9,GS,96
red_sumidero,7,1000,0.9,GS,146
red_sumidero,8,1000,0.9,GS,101
red_sumidero,9,1000,0.9,GS,98
red_sumidero,0,1000,0.9,J,95
red_sumidero,1,1000,0.9,J,95
red_sumidero,2,1000,0.9,J,94
red_sumidero,3,1000,0.9,J,97
red_sumidero,4,1000,0.9,J,95
red_sumidero,5,1000,0.9,J,118
red_sumidero,6,1000,0.9,J,125
red_sumidero,7,1000,0.9,J,97
red_sumidero,8,1000,0.9,J,94
red_sumidero,9,1000,0.9,J,110
red_sumidero,0,1000,0.9,EG,8780
red_sumidero,1,1000,0.9,EG,11407
red_sumidero,2,1000,0.9,EG,8706
red_sumidero,3,1000,0.9,EG,11441
red_sumidero,4,1000,0.9,EG,6415
red_sumidero,5,1000,0.9,EG,5965
red_sumidero,6,1000,0.9,EG,4551
red_sumidero,7,1000,0.9,EG,8863
red_sumidero,8,1000,0.9,EG,7515
red_sumidero,9,1000,0.9,EG,8445
red_sumidero,0,1000,1,GS,96
red_sumidero,1,1000,1,GS,94
red_sumidero,2,1000,1,GS,97
red_sumidero,3,1000,1,GS,100
red_sumidero,4,1000,1,GS,102
red_sumidero,5,1000,1,GS,93
red_sumidero,6,1000,1,GS,103
red_sumidero,7,1000,1,GS,98
red_sumidero,8,1000,1,GS,113
red_sumidero,9,1000,1,GS,127
red_sumidero,0,1000,1,J,97
red_sumidero,1,1000,1,J,95
red_sumidero,2,1000,1,J,92
red_sumidero,3,1000,1,J,98
red_sumidero,4,1000,1,J,126
red_sumidero,5,1000,1,J,97
red_sumidero,6,1000,1,J,122
red_sumidero,7,1000,1,J,93
red_sumidero,8,1000,1,J,92
red_sumidero,9,1000,1,J,99
red_sumidero,0,1000,1,EG,7594
red_sumidero,1,1000,1,EG,6572
red_sumidero,2,1000,1,EG,9641
red_sumidero,3,1000,1,EG,9645
red_sumidero,4,1000,1,EG,7886
red_sumidero,5,1000,1,EG,10451
red_sumidero,6,1000,1,EG,11607
red_sumidero,7,1000,1,EG,7987
red_sumidero,8,1000,1,EG,4497
red_sumidero,9,1000,1,EG,4710
